#    time[fs]          Re(autocorrel)      Im(autocorrel)      Abs(autocorrel)
    45.60000000  3674386601.29522609710693  3648403013.22574138641357  5178026790.45720577239990
    45.80000000  1585205703.53787493705750 -9326677983.22241401672363  9460433358.21645736694336
    46.00000000 -10825618668.96922683715820  6964701380.46800518035889  12872493343.75543594360352
    46.20000000  13146309342.90671348571777  2689413831.04177331924438  13418583982.44744682312012
    46.40000000 -7697399114.09784793853760 -9119137816.08579063415527  11933508605.20409774780273
    46.60000000  1531565262.10492062568665  9675890430.74302482604980  9796353800.25808143615723
    46.80000000  3513570586.94916152954102 -6065079089.40386581420898  7009305431.36752605438232
    47.00000000 -4663736638.34781742095947  1201895017.36777520179749  4816117841.64811325073242
    47.20000000  3253484087.64192914962769  883008280.56199347972870  3371181147.91837978363037
    47.40000000 -2647416754.89671230316162 -1626714857.37368798255920  3107252275.13121891021729
    47.60000000  1627950855.01808142662048  2891296503.47982215881348  3318104799.03645372390747
    47.80000000  735707074.83061110973358 -3716730734.23643112182617  3788845767.61492013931274
    48.00000000 -3645641676.92286300659180  1833595174.77893543243408  4080781114.13605976104736
    48.20000000  2899035626.14120769500732  2685984802.76826763153076  3952078177.66020822525024
    48.40000000  4008209998.87180471420288 -2101034912.23747730255127  4525493906.46995067596436
    48.60000000 -1428556914.70941162109375 -7668843672.02598285675049  7800765226.85672473907471
    48.80000000 -14327212930.71016120910645  4346693837.05527591705322  14972066579.96826934814453
    49.00000000  5590019032.35342407226562  15149688395.51902580261230  16148107358.55435752868652
    49.20000000  13745991723.83594703674316 -12105045312.98860549926758  18316233523.87913131713867
    49.40000000 -15532647694.84272193908691 -13724090347.01785087585449  20727127158.99652481079102
    49.60000000 -12617307795.21218490600586  16489536891.59102058410645  20762978661.50864410400391
    49.80000000  16073814592.32448768615723  12397764951.79746246337891  20299558895.41546630859375
    50.00000000  14715950207.25193405151367 -15809105780.69491958618164  21598310491.50650024414062
    50.20000000 -19146426337.43201446533203 -19763186870.51832962036133  27516707593.27391433715820
    50.40000000 -26404251320.81221771240234  27380501893.78860092163086  38037828168.39540863037109
    50.60000000  36406160843.02497863769531  28891594353.32672119140625  46477228527.58526611328125
    50.80000000  20247492796.11034774780273 -39966368639.81618499755859  44802584599.35344696044922
    51.00000000 -34317888856.65657043457031 -708541462.37197220325470  34325202498.77243804931641
    51.20000000  18218928114.08934020996094  17687800398.02433395385742  25392668716.51549911499023
    51.40000000 -5871262985.51393032073975 -25926311422.15853881835938  26582801827.56916046142578
    51.60000000 -21290261083.22695922851562  27408219458.63556289672852  34705701417.55814361572266
    51.80000000  40354194933.02557373046875  8142407800.79899501800537  41167461100.81527709960938
    52.00000000 -8588414935.94670963287354 -45609382041.26011657714844  46410953462.49216461181641
    52.20000000 -45365476281.16201019287109  25407563903.19208908081055  51995872352.63451385498047
    52.40000000  38440440439.51843261718750  33700862762.27676773071289  51121576776.40603637695312
    52.60000000  7353393295.02542972564697 -43009063576.45382690429688  43633151876.46627807617188
    52.80000000 -35230484987.76994323730469  25773793478.23638153076172  43651752573.43356323242188
    53.00000000  53331373950.16918182373047  16383508466.29025077819824  55791171318.38861846923828
    53.20000000 -7166622272.24522972106934 -65334535379.54319763183594  65726417733.31194305419922
    53.40000000 -57413364206.88193511962891  27659835274.18259048461914  63728807276.98415374755859
    53.60000000  34906050103.36260986328125  31925939363.63026428222656  47304312045.18946838378906
    53.80000000 -6062991521.16797828674316 -5531614394.46398162841797  8207229983.05737304687500
    54.00000000  97436800048.82139587402344  61582101691.95384216308594  115266149638.79095458984375
    54.20000000  142628729775.36962890625000 -293036042724.38555908203125  325903477877.88842773437500
    54.40000000 -544354388259.60498046875000 -196738189063.41387939453125  578815700420.64379882812500
    54.60000000  26476846003.25020980834961  811186567130.27099609375000  811618549607.43310546875000
    54.80000000  1084370027725.13500976562500 -1044642200532.31799316406250  1505701060689.54272460937500
    55.00000000 -3736348715738.76757812500000 -667172254205.73339843750000  3795447344172.31738281250000
    55.20000000  4181226244000.21777343750000  7439942234322.45410156250000  8534365433561.60449218750000
    55.40000000  5004485479103.64062500000000 -14158778008143.58984375000000  15017185808081.67968750000000
    55.60000000 -24235650059077.00000000000000 -2121804259316.72778320312500  24328353563299.21484375000000
    55.80000000 -3489495905143.65136718750000  37276949928335.84375000000000  37439919572986.15625000000000
    56.00000000  54157360346979.53125000000000  5716800775482.01171875000000  54458254570442.69531250000000
    56.20000000  32003333047570.65625000000000 -79575846263818.53125000000000  85770208317087.64062500000000
    56.40000000 -183219583059066.43750000000000 -98643805649363.98437500000000  208086558934803.93750000000000
    56.60000000  53249288131179.46093750000000  324638711524087.06250000000000  328976868041655.50000000000000
    56.80000000  165419765950338.12500000000000 -281576922345914.62500000000000  326571986191194.68750000000000
    57.00000000 -172107091744275.06250000000000 -49300797405709.64843750000000  179029102811557.28125000000000
    57.20000000 -208877079495687.81250000000000  189710068071528.93750000000000  282169353875207.43750000000000
    57.40000000  382030185016117.31250000000000  234794766528589.75000000000000  448414590142497.25000000000000
    57.60000000  131547880477803.31250000000000 -535401516469188.93750000000000  551325338339994.68750000000000
    57.80000000 -614422464887072.62500000000000  49314518264154.27343750000000  616398318516145.50000000000000
    58.00000000  319031452904366.12500000000000  576066632820453.50000000000000  658508795227038.75000000000000
    58.20000000  264482835987622.18750000000000 -679189916132115.37500000000000  728869064172437.87500000000000
    58.40000000 -893928794797545.12500000000000  48983014143453.35937500000000  895269806171731.25000000000000
    58.60000000  47387683638259.29687500000000  931184339844035.00000000000000  932389332484757.12500000000000
    58.80000000  879544430432157.00000000000000  44085884319773.48437500000000  880648607732098.75000000000000
    59.00000000  51139900511743.52343750000000 -796927145522691.37500000000000  798566318282518.12500000000000
    59.20000000 -554721185509062.50000000000000  330916601228218.93750000000000  645926768775699.37500000000000
    59.40000000  1728107976517752.25000000000000  435155729238381.43750000000000  1782054344623998.00000000000000
    59.60000000  2621437489595641.50000000000000 -4117136063547115.00000000000000  4880854830623190.00000000000000
