 qsize  | other columns on this side are Hamiltonian values, each col is one state, state 1 2 -> A, units eV | filepath
 -0.40     0.0111338965       0.1214097936       0.1214098208       0.1214097936       0.1214153447       0.1214156169       0.1214157801       0.1119247445       0.1119248805       0.1119246628       0.1119236016       0.1119242547       0.1119244724       0.1110672318       0.1110740074       0.1014261253       0.1014258259   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x8q15.out
 -0.35     0.0092531536       0.1057018791       0.1057022601       0.1057027499       0.1057071037       0.1057073758       0.1057072942       0.0974340230       0.0974345944       0.0974350298       0.0974337781       0.0974345944       0.0974343767       0.0966518586       0.0966578723       0.0882464760       0.0882461495   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x7q15.out
 -0.30     0.0074727120       0.0901233276       0.0901242800       0.0901247971       0.0901280896       0.0901284434       0.0901284706       0.0830433578       0.0830439836       0.0830438476       0.0830422421       0.0830427863       0.0830436027       0.0823633722       0.0823684879       0.0751659307       0.0751657674   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x6q15.out
 -0.25     0.0058939340       0.0747314463       0.0747325076       0.0747335688       0.0747365077       0.0747360723       0.0747356097       0.0688629822       0.0688631455       0.0688634992       0.0688619210       0.0688621659       0.0688634448       0.0682665900       0.0682708622       0.0622967363       0.0622966546   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x5q15.out
 -0.20     0.0044622880       0.0594939625       0.0594948332       0.0594943979       0.0594975272       0.0594974455       0.0594976904       0.0548318612       0.0548327319       0.0548333034       0.0548320244       0.0548320245       0.0548316435       0.0543239060       0.0543273075       0.0495781297       0.0495779120   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x4q15.out
 -0.15     0.0031683045       0.0444049984       0.0444057059       0.0444063590       0.0444075835       0.0444069576       0.0444070937       0.0409430830       0.0409430558       0.0409432462       0.0409423210       0.0409423483       0.0409428109       0.0405304221       0.0405330072       0.0370012129       0.0370007503   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x3q15.out
 -0.10     0.0020088813       0.0294675474       0.0294679012       0.0294689624       0.0294707584       0.0294701325       0.0294695883       0.0271906066       0.0271915590       0.0271916679       0.0271898719       0.0271907971       0.0271908243       0.0268878526       0.0268895125       0.0245625028       0.0245619313   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x2q15.out
 -0.05     0.0009986310       0.0146826707       0.0146831061       0.0146840041       0.0146844122       0.0146840857       0.0146838680       0.0135908951       0.0135914393       0.0135920924       0.0135902964       0.0135910039       0.0135917386       0.0133984016       0.0133987826       0.0122765302       0.0122763125   FeCO_SPK_gmcpt_C1_17st_diab_0.05_-x1q15.out
 +0.00     0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000   FeCO_SPK_gmcpt_C1_17st_diab_refG.out
 +0.05    -0.0008386280      -0.0145289535      -0.0145288447      -0.0145287903      -0.0145288991      -0.0145296610      -0.0145302325      -0.0134275451      -0.0134265382      -0.0134267831      -0.0134270280      -0.0134261301      -0.0134264838      -0.0132420722      -0.0132428613      -0.0121115203      -0.0121111666   FeCO_SPK_gmcpt_C1_17st_diab_0.05_+x1q15.out
