        0.43        0.88        1.10        1.86        2.15  
        2.35       87.20       87.20       97.80      115.60  
      115.61      148.09      148.10      439.11      508.91  
      520.41      520.41      577.61      577.61      602.06  
      607.89      607.89      649.96      660.24      660.24  
      804.43      922.45      922.46     1973.40     2055.77  
     2099.41     2248.92     2248.92  
