  0.10583300 -0.00000000 -0.00000000 -0.00016523  0.22534379
  0.00000000  0.09406646  0.15786868  0.00000002  0.00000000
  0.00003018 -0.00000000 -0.00000002  0.24234771  0.00015924
 -0.20817742 -0.04830606 -0.34741205 -0.00016977  0.29164280
  0.00001457 -0.24926916  0.01495854  0.00000193 -0.00000680
 -0.34312862  0.59705462 -0.10916209  0.24233692  0.07264774
 -0.20817742  0.04830606  0.34741205 -0.00016976  0.29164280
 -0.00001457 -0.24926916  0.01495854 -0.00000189  0.00000680
 -0.34312864 -0.59705462  0.10916206  0.24233693  0.07264774
 -0.20820336  0.00000000  0.00000000 -0.00016613  0.29165308
 -0.00000000 -0.16554769  0.61667098  0.00000003  0.00000000
  0.68637568 -0.00000001 -0.00000002  0.24234770 -0.14475833


 -0.00000000 -0.00000754  0.00000000 -0.06228918 -0.00000002
  0.16795675 -0.00000000 -0.06228903 -0.00000000 -0.00000000
 -0.00000001 -0.10463878  0.00000000 -0.00000054 -0.04160767
  0.35359871  0.10623660  0.38212658  0.50913265 -0.26721115
  0.38565859 -0.18402602  0.06788485  0.38212639  0.46282632
 -0.02565654  0.48464927  0.22860738 -0.13198438  0.19271158
 -0.35359871  0.10623660 -0.38212660  0.50913263 -0.26721115
  0.38565859  0.18402602  0.06788486 -0.38212638 -0.46282632
  0.02565652  0.48464927 -0.22860737 -0.13198439  0.19271158
 -0.00000000 -0.21249764  0.00000000 -0.15274042  0.53437527
 -0.22679918  0.00000000  0.72975744  0.00000002 -0.00000000
 -0.00000001  0.48463810 -0.00000001  0.26397703  0.19269006


  0.00000006 -0.07451507
 -0.07451508 -0.00000006
  0.00000000 -0.00000191
 -0.31943165  0.16068711
  0.52954544 -0.31941079
  0.27351011 -0.15790229
  0.31943139  0.16068762
  0.52954493  0.31941165
 -0.27350985 -0.15790273
 -0.00000058  0.71399143
 -0.02372386 -0.00000002
 -0.00000025  0.31583126

