 -0.00000000  0.00000001  0.17150396 -0.00082965  0.00000000
  0.00000000  0.17009511 -0.00000001  0.00000006 -0.02195306
 -0.05358340 -0.00000006  0.00082965  0.17150361 -0.00000001
  0.00000000 -0.06375535  0.17149680 -0.00082966 -0.49395874
 -0.00000000  0.13328511  0.00000110  0.00000003 -0.30714062
  0.54893686  0.00000001  0.00082767  0.17106674 -0.00000011
  0.00000000  0.06375536  0.17149680 -0.00082957  0.49395874
  0.00000000  0.13328511 -0.00000111  0.00000004 -0.30714062
  0.54893686  0.00000002  0.00082741  0.17106674 -0.00000011
 -0.00000000  0.00000001  0.17150442 -0.00082965  0.00000000
  0.00000000  0.24370225 -0.00000001  0.00000011  0.54841869
  0.54893681 -0.00000021  0.00083384  0.17237199  0.00000020
 -0.00000003  0.00000000  0.00000018 -0.03716963 -0.00000020
  0.00000000  0.00000004 -0.03716940 -0.00000018  0.00000000
  0.00000000 -0.00018350  0.00000000  0.00000000  0.00000000
 -0.00000003  0.00000012  0.35872875  0.58791310 -0.28755648
  0.00000000  0.00000010  0.17367876  0.35873326  0.49806288
  0.70435636 -0.40684357  0.00000000 -0.00000000  0.00000000
 -0.00000003 -0.00000011 -0.35873446  0.58790961 -0.28755648
  0.00000000  0.00000010  0.17368225 -0.35873158 -0.49806288
 -0.70435636 -0.40684357 -0.00000000 -0.00000000  0.00000000
 -0.00000003  0.00000000  0.00000016 -0.03343387  0.57508698
  0.00000000 -0.00000010  0.79502779  0.00000386  0.00000000
 -0.00000000  0.81313673 -0.00000000  0.00000000  0.00000000
 -0.03859422  0.00000000
 -0.00000000 -0.03859464
 -0.00000000  0.00000000
  0.19590187 -0.34549896
 -0.34548848  0.59485518
 -0.00000000 -0.00000000
  0.19590188  0.34549895
  0.34548850  0.59485517
  0.00000000  0.00000000
  0.79434152 -0.00000001
 -0.00000000 -0.00356567
 -0.00000000  0.00000000
